,Lot Area,Year Built,Year Remod/Add,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Mo Sold,Yr Sold,Outdoor Liv Area,SalePrice
332,12539,2005,2006,2790,1.0,0.0,2,1,4,1,10,6,2008,422,460000
333,11888,1916,1994,2134,0.0,0.0,2,0,5,1,10,7,2009,60,214500
334,7082,1916,1995,1928,0.0,0.0,2,0,5,2,10,7,2006,0,160000
335,8755,1999,1999,2060,1.0,0.0,2,1,3,1,8,6,2009,0,214000
336,4080,1935,1998,1378,0.0,0.0,1,0,3,1,6,6,2009,54,128900
338,12217,2007,2007,1880,1.0,0.0,2,1,3,1,8,12,2007,295,310013
339,3696,1986,1986,1088,0.0,0.0,1,1,2,1,5,10,2007,74,170000
340,7560,1959,1959,1040,0.0,0.0,1,0,3,1,6,7,2006,140,133700
341,10592,1923,1996,1502,0.0,0.0,1,1,3,1,7,8,2007,149,165000
342,1680,1971,1971,987,0.0,0.0,1,1,2,1,5,8,2008,0,89500
343,10382,1958,1958,1095,1.0,0.0,1,0,2,1,6,3,2006,0,140000
344,2522,2004,2004,1709,0.0,0.0,2,0,3,1,7,5,2006,40,134000
345,9370,1992,1993,1731,1.0,0.0,2,1,3,1,7,10,2006,616,248500
346,10246,1965,2001,960,1.0,1.0,0,0,0,1,3,5,2006,88,145000
347,11475,1975,1975,1552,1.0,0.0,2,1,3,1,6,2,2006,417,179900
348,9986,2006,2007,1795,0.0,0.0,2,0,2,1,7,2,2007,49,147000
349,10475,1991,1991,1274,0.0,0.0,1,1,3,1,6,3,2010,22,136000
350,6000,1940,1950,1196,0.0,1.0,1,1,3,1,6,3,2010,0,128000
351,4280,1946,2001,704,0.0,1.0,1,0,2,1,4,9,2009,0,88750
352,10895,1955,1955,972,0.0,0.0,1,0,3,1,5,6,2010,0,122500
353,17503,1948,1950,1458,0.0,1.0,1,0,3,1,6,1,2010,192,97500
354,9723,1963,1963,1008,0.0,0.0,1,0,2,1,5,10,2006,0,135000
355,11694,2007,2007,1828,0.0,0.0,2,0,3,1,9,7,2007,368,314813
356,8470,1915,1982,1526,0.0,0.0,1,0,2,1,6,10,2009,0,85000
357,6000,1937,2000,1176,0.0,0.0,1,0,2,1,4,7,2009,210,134900
358,10519,1955,1999,1057,0.0,1.0,1,0,3,1,6,3,2006,0,137000
359,10437,1995,1995,2113,1.0,0.0,2,1,2,1,7,8,2008,282,350000
360,7514,1967,1975,1387,1.0,0.0,1,0,3,1,6,9,2006,0,145000
361,13654,2005,2006,2758,0.0,0.0,2,1,4,1,9,5,2007,337,418000
362,5747,1920,1950,840,0.0,0.0,1,0,2,1,5,6,2006,112,64000
363,4500,1932,2000,1520,0.0,0.0,1,0,3,1,6,7,2009,0,159434
364,11830,2007,2007,1542,1.0,0.0,2,0,3,1,6,7,2007,278,260261
365,8520,1952,1952,1385,0.0,0.0,2,0,4,1,6,6,2010,0,166000
366,6760,1962,1962,936,1.0,0.0,1,0,3,1,6,10,2007,114,130000
367,6191,1941,1950,1288,0.0,0.0,1,0,4,1,6,11,2006,0,112000
368,8700,1963,1963,1128,1.0,0.0,2,0,3,1,6,12,2008,212,155000
369,12003,2009,2010,1968,0.0,0.0,2,1,4,1,8,5,2010,75,269500
370,12700,1964,1964,1246,1.0,0.0,1,0,3,1,6,11,2006,69,172000
371,13125,1940,1984,1740,0.0,0.0,1,1,3,1,6,7,2007,0,219500
372,8638,1963,1963,925,1.0,0.0,1,0,2,1,5,10,2006,277,133500
373,9967,2000,2000,1430,0.0,0.0,2,1,3,1,8,12,2007,100,170000
374,9600,1900,2003,1566,0.0,0.0,2,0,3,1,7,4,2010,282,150000
375,12774,1953,1953,950,0.0,0.0,1,0,2,1,5,7,2008,32,130000
376,8163,1959,1959,1144,1.0,0.0,1,0,3,1,6,3,2006,86,143000
377,9900,1961,1961,1114,1.0,0.0,1,0,3,1,5,5,2008,164,140000
378,13651,1973,1973,2223,1.0,0.0,2,0,3,1,8,2,2007,300,244000
379,7200,1920,1996,1111,0.0,0.0,1,0,3,1,6,3,2007,0,101000
380,9750,1958,1958,960,0.0,0.0,1,0,3,1,5,7,2006,0,125000
381,11184,1998,1998,1633,0.0,0.0,2,1,3,1,7,4,2008,39,183000
382,5520,1912,1950,2229,0.0,0.0,1,0,5,1,8,7,2009,198,104000
383,6390,1954,1954,984,1.0,0.0,1,0,2,1,4,6,2008,0,112500
384,10240,1980,1980,1686,1.0,0.0,2,0,3,1,7,5,2006,515,207500
385,9316,2005,2005,1614,0.0,0.0,2,0,3,1,7,3,2006,145,225000
386,7200,1972,1972,864,0.0,0.0,1,0,3,1,5,3,2006,0,119900
387,12228,2006,2006,1740,0.0,0.0,2,0,4,1,8,9,2006,43,293000
388,10335,1968,1993,1721,0.0,0.0,2,1,3,1,7,7,2006,96,180000
389,12328,1976,1976,1034,1.0,0.0,1,0,3,1,6,5,2010,0,169900
390,8930,1978,1978,1902,0.0,0.0,2,0,4,2,8,4,2010,0,112000
391,9672,1984,1985,1097,0.0,0.0,2,0,3,1,6,5,2010,0,152000
392,13975,2005,2006,2206,0.0,0.0,2,1,4,1,10,8,2006,243,300000
393,7819,1976,1976,1117,1.0,0.0,1,0,3,1,6,3,2010,144,107000
394,11340,1885,1950,2290,0.0,0.0,2,0,4,2,11,4,2010,0,122500
395,1680,1972,1972,948,0.0,0.0,1,1,2,1,5,7,2006,0,89000
396,6001,1940,1950,919,0.0,0.0,1,0,3,1,5,3,2010,0,95000
397,11700,1968,1968,1152,1.0,0.0,1,1,3,1,7,9,2007,126,143450
398,12858,2009,2010,2334,0.0,0.0,2,1,3,1,10,1,2010,277,376162
399,9300,1960,1960,1264,1.0,0.0,1,0,3,1,6,4,2010,143,167500
400,7018,1979,1979,1224,2.0,0.0,0,2,2,2,6,6,2009,120,153337
401,6629,1925,1950,1369,1.0,0.0,2,0,3,1,6,7,2009,147,103600
402,10650,1976,1976,894,1.0,0.0,1,0,3,1,5,2,2010,365,128200
403,2117,2000,2000,1573,0.0,0.0,2,1,3,1,5,6,2010,32,177500
404,13650,2002,2002,2250,1.0,0.0,2,1,3,1,7,6,2010,368,320000
405,8433,2000,2000,1514,1.0,0.0,2,1,3,1,7,6,2009,72,190000
406,1680,1971,1971,1218,0.0,0.0,1,1,3,1,7,4,2006,201,91500
407,6000,1954,1954,1387,0.0,0.0,2,0,3,2,7,11,2009,0,93000
408,8500,1920,1950,1317,0.0,0.0,1,0,3,1,6,7,2008,54,40000
409,6882,1914,2006,1355,0.0,0.0,1,1,3,1,7,3,2007,136,127000
410,8712,1896,1950,952,0.0,0.0,1,0,3,1,5,6,2010,0,50138
411,7917,1976,1976,1113,1.0,0.0,1,1,3,1,6,5,2007,400,148000
412,6900,1940,1955,778,0.0,0.0,1,0,2,1,4,2,2008,25,120500
413,9900,1940,1950,1489,0.0,0.0,2,0,3,1,7,7,2009,335,139500
414,13286,2007,2008,1698,1.0,0.0,2,0,3,1,8,2,2009,391,320000
415,12888,1937,1980,2267,1.0,0.0,1,1,3,1,7,4,2007,521,219000
416,8885,1983,1983,902,1.0,0.0,1,0,2,1,5,6,2006,164,131000
417,8857,2006,2006,1495,0.0,0.0,2,1,3,1,7,3,2007,130,171925
418,14137,1996,1997,1384,1.0,0.0,2,0,3,1,7,11,2008,39,177900
419,6720,1921,1950,1436,0.0,0.0,1,0,3,1,7,4,2007,184,141500
420,7500,1998,1999,1636,1.0,0.0,2,1,3,1,7,10,2009,84,191000
421,13072,2004,2004,1158,1.0,0.0,1,1,3,1,5,5,2006,50,158000
422,10656,2006,2007,1646,0.0,0.0,2,0,3,1,6,11,2007,272,248900
423,7200,1937,1950,1768,1.0,0.0,1,1,3,1,7,6,2007,0,175000
424,8800,1965,2000,1565,1.0,0.0,2,0,3,1,7,6,2006,225,185900
425,10800,1914,1970,1768,0.0,0.0,1,1,2,1,6,10,2006,341,163000
426,9000,1951,1951,1396,0.0,0.0,2,0,4,2,8,10,2006,0,115000
427,13014,1978,1978,1096,1.0,0.0,1,0,3,1,6,12,2008,168,157500
428,15896,1999,1999,2312,1.0,0.0,2,1,4,1,8,5,2009,298,245000
429,5395,1993,1993,1337,1.0,0.0,2,0,2,1,5,10,2008,96,180000
430,5105,2004,2004,1102,0.0,0.0,2,1,2,1,4,3,2007,60,148800
431,9473,2002,2002,2031,1.0,0.0,2,1,3,1,7,3,2008,211,237000
432,8400,1920,1950,438,0.0,0.0,1,0,1,1,3,1,2009,0,60000
433,12102,1976,1976,1033,0.0,1.0,1,0,3,1,6,4,2008,224,165000
434,10905,2003,2003,2327,0.0,0.0,2,1,4,1,9,8,2008,57,240000
435,9556,1992,1993,1187,0.0,0.0,2,0,3,1,6,8,2007,21,160000
436,6430,1945,1950,1340,1.0,0.0,1,0,3,1,6,7,2006,0,128000
437,6040,1955,1955,1152,0.0,0.0,2,0,2,2,6,6,2008,0,82000
438,14695,1966,2008,1567,1.0,0.0,2,0,2,1,5,7,2009,452,256000
439,9000,1920,1988,1482,0.0,1.0,1,0,3,1,7,7,2009,0,143000
440,8368,2006,2007,1689,0.0,0.0,2,0,3,1,7,4,2007,139,231713
442,6490,1983,1983,816,0.0,1.0,1,0,2,1,4,4,2008,315,128500
443,7290,1921,1950,1424,0.0,0.0,2,0,2,1,7,4,2008,0,168000
444,7472,1972,2004,1479,1.0,0.0,1,1,4,1,7,6,2007,32,184000
445,7000,1962,1962,1025,1.0,0.0,1,0,3,1,6,3,2006,176,124000
446,11717,1970,1970,1442,0.0,0.0,2,0,2,1,6,2,2009,371,185000
447,11194,2000,2000,1936,0.0,0.0,2,1,3,1,7,11,2006,312,230500
448,11250,1998,1998,1939,0.0,1.0,2,1,3,1,8,5,2006,212,227000
449,8633,2005,2005,1476,1.0,0.0,2,1,3,1,7,2,2009,135,173500
450,8400,1968,1968,898,1.0,0.0,1,0,3,1,6,8,2006,143,140000
451,10037,2006,2007,1460,0.0,0.0,2,0,3,1,6,8,2008,20,247000
452,8014,1978,1978,1034,0.0,1.0,1,0,3,1,5,6,2009,0,149900
453,12250,1978,1978,1174,1.0,0.0,1,0,3,1,5,5,2008,211,158000
454,2403,2003,2003,1080,0.0,0.0,2,1,2,1,4,6,2010,50,147110
455,8600,1937,1950,1376,0.0,0.0,2,0,3,1,7,6,2006,0,119500
456,13680,1940,1950,1567,1.0,0.0,1,1,2,1,6,2,2009,21,205000
457,10800,1895,1999,1534,0.0,0.0,1,1,3,1,6,7,2007,112,148000
458,5389,1995,1996,1616,1.0,0.0,2,0,2,1,5,3,2010,389,236500
459,10890,1938,1950,1551,1.0,0.0,2,0,3,1,6,7,2006,0,137000
460,9768,1955,1955,960,1.0,0.0,1,0,2,1,5,2,2009,70,122000
461,8993,2007,2007,1302,0.0,0.0,2,0,3,1,6,8,2007,22,176485
462,11672,1925,1950,816,0.0,0.0,1,0,2,1,4,7,2006,168,109000
463,9763,1998,1998,1502,1.0,0.0,1,1,1,1,5,9,2007,0,330000
464,9836,2008,2008,1133,1.0,0.0,1,0,3,1,7,12,2008,175,143000
465,10557,1998,1998,3078,1.0,0.0,2,1,4,1,9,7,2007,195,410000
466,8462,1994,1994,1721,0.0,1.0,2,1,3,1,7,7,2007,387,201000
467,10818,1910,1950,1760,0.0,0.0,1,1,4,1,7,2,2006,120,80000
468,7259,1945,2002,2320,1.0,0.0,2,1,3,1,9,7,2007,224,259500
469,11800,2003,2004,2486,1.0,0.0,3,1,5,1,10,7,2007,175,279900
470,7500,1959,1994,1246,1.0,0.0,1,1,3,1,6,5,2010,218,154000
472,6488,1942,1950,1150,0.0,0.0,1,0,3,1,6,3,2006,264,128000
473,14230,2007,2007,1600,0.0,0.0,2,0,3,1,7,7,2009,56,256300
474,7810,1930,2003,1755,0.0,0.0,2,0,4,1,7,11,2007,40,188000
475,14331,2002,2002,1800,1.0,0.0,2,0,3,1,7,5,2006,348,312500
476,3182,2004,2005,1200,0.0,0.0,2,1,2,1,4,6,2010,172,151000
477,1920,1971,1971,1365,1.0,0.0,1,1,2,1,6,8,2007,276,122500
478,10110,2003,2003,1696,1.0,0.0,2,1,3,1,7,7,2008,209,188000
479,10984,2005,2006,1809,0.0,0.0,2,1,3,1,8,5,2006,198,209700
480,14082,2006,2006,2234,1.0,0.0,1,1,1,1,7,1,2007,470,441929
481,8480,1993,1994,1680,0.0,1.0,2,1,3,1,7,10,2008,240,163000
482,12205,1966,2007,2087,0.0,0.0,2,1,5,1,9,7,2007,301,187500
483,15750,1999,2000,1513,1.0,0.0,2,0,2,1,5,6,2009,169,220000
484,8050,1967,1993,1107,1.0,0.0,1,0,3,1,5,3,2007,152,127000
485,7200,1955,2007,827,0.0,0.0,1,0,2,1,5,4,2010,0,107500
486,6300,1914,2001,1484,0.0,0.0,2,0,3,1,9,6,2008,291,128000
487,5232,1925,2004,764,0.0,0.0,1,0,2,1,4,6,2008,0,73000
488,11846,2003,2004,1792,1.0,0.0,2,0,2,1,6,8,2006,255,374000
489,16900,2001,2002,2649,1.0,0.0,2,1,4,1,10,1,2008,60,421250
490,9636,1992,1993,1593,0.0,0.0,2,1,3,1,7,12,2009,382,178000
491,10012,1972,1972,1181,1.0,0.0,2,0,3,1,6,4,2008,0,137500
492,14303,1994,1994,1987,1.0,0.0,2,0,2,1,7,8,2008,298,301500
493,5707,1935,1950,1242,0.0,0.0,1,1,3,1,6,3,2009,425,105000
494,9360,1968,2004,976,1.0,0.0,1,0,2,1,4,8,2006,94,157500
495,5680,1901,1950,1214,0.0,0.0,1,0,2,1,6,9,2007,0,117000
496,7000,1962,1962,864,0.0,1.0,1,0,3,1,5,2,2006,0,105000
497,10480,1936,1950,1639,0.0,0.0,1,0,3,1,6,3,2008,0,115000
498,11578,2008,2008,1736,0.0,0.0,2,0,3,1,7,7,2009,409,360000
499,7018,1979,1979,1535,0.0,0.0,2,0,4,2,8,6,2009,0,118858
500,9130,1966,2000,1632,0.0,1.0,1,1,4,1,7,7,2008,40,173000
501,10800,1890,1998,725,0.0,0.0,1,1,1,1,4,11,2009,30,78500
502,8244,2004,2004,1720,0.0,0.0,2,1,3,1,7,5,2007,148,183500
503,6000,1953,1953,936,0.0,0.0,1,0,2,1,4,2,2009,32,93000
504,3621,2003,2003,1589,1.0,0.0,2,0,2,1,7,11,2007,163,226500
505,7837,1993,1994,1571,0.0,0.0,2,1,3,1,7,5,2009,40,178000
506,10665,2003,2003,1479,1.0,0.0,2,0,3,1,7,6,2007,173,226000
507,10457,1969,1969,1632,0.0,0.0,1,1,4,1,7,4,2009,173,173000
508,8281,1965,1965,864,0.0,0.0,1,0,3,1,5,12,2009,0,62383
509,14948,2008,2008,2713,1.0,0.0,2,1,3,1,11,11,2008,192,446261
510,7000,1926,1997,1479,1.0,0.0,1,0,3,1,6,5,2006,530,160000
511,3940,2004,2004,1576,1.0,0.0,2,0,2,1,7,5,2008,163,219990
512,9382,1999,2000,1479,0.0,0.0,2,0,3,1,6,7,2008,145,191000
513,6854,1925,1994,1060,1.0,0.0,1,0,1,1,6,8,2007,215,136500
514,11515,1958,1994,943,0.0,0.0,1,0,3,1,5,8,2007,0,80000
515,13837,1988,1988,2183,0.0,0.0,2,1,4,1,9,2,2006,0,229000
516,9938,1993,1994,1949,1.0,0.0,2,1,3,1,8,6,2010,246,236000
517,12633,2006,2007,1824,0.0,0.0,2,0,3,1,8,9,2007,304,392000
518,6876,1927,1950,1930,1.0,0.0,2,0,4,1,8,8,2009,0,149000
519,3951,1998,1999,2393,1.0,0.0,2,1,2,1,7,2,2008,184,345000
520,9856,1900,2005,2014,0.0,0.0,2,0,5,1,8,6,2006,72,169000
521,17808,1946,1950,1242,0.0,0.0,1,0,2,1,4,7,2007,0,109900
522,9627,1993,1994,2000,0.0,0.0,2,1,3,1,9,11,2006,238,188000
523,6000,1939,1950,1412,0.0,0.0,1,0,4,1,6,5,2009,45,132500
524,9757,1994,1994,990,1.0,0.0,1,0,3,1,5,10,2009,158,143000
525,9280,1951,1951,1342,1.0,0.0,1,0,4,1,7,4,2007,0,125000
526,14780,2005,2005,1868,1.0,0.0,2,0,2,1,7,6,2006,566,415000
527,7740,1910,1950,1363,0.0,0.0,1,0,3,1,6,6,2010,168,125500
528,9600,1958,1988,1632,1.0,0.0,2,0,3,1,6,4,2009,289,139000
529,13478,2008,2008,2296,1.0,0.0,2,1,3,1,10,6,2009,656,451950
530,10926,1959,1959,1678,0.0,0.0,2,0,6,2,10,8,2009,0,119900
531,6853,2001,2002,1296,1.0,0.0,2,0,2,1,6,6,2009,217,220000
532,10667,1971,1971,1587,0.0,0.0,2,0,3,1,7,3,2007,44,167300
533,8212,1941,1950,1298,0.0,0.0,1,0,3,1,6,9,2009,84,122000
534,9100,1963,1963,1728,1.0,0.0,2,0,6,2,10,11,2006,0,125000
535,6000,1957,1957,928,0.0,0.0,1,0,3,1,5,6,2008,0,112500
536,9316,2005,2006,1795,0.0,0.0,2,1,3,1,7,10,2007,275,191000
537,9464,1958,1958,1080,0.0,0.0,1,0,3,1,5,6,2008,130,136000
538,10400,1998,1998,1779,0.0,0.0,2,1,3,1,6,3,2009,234,197900
539,5310,1910,2003,1635,0.0,0.0,1,0,2,1,5,6,2006,394,117000
540,7406,2006,2006,1220,1.0,0.0,2,0,2,1,6,7,2006,159,194000
541,4538,2001,2001,1310,1.0,0.0,1,1,1,1,5,7,2008,322,285000
542,10106,1940,1999,1355,1.0,0.0,2,0,4,2,6,9,2008,140,127500
543,13346,1992,2000,2295,1.0,0.0,2,1,4,1,9,7,2006,40,268000
544,9639,1900,1950,1798,0.0,0.0,2,1,4,1,7,5,2007,0,137000
545,15387,1967,1967,1620,0.0,0.0,2,0,4,1,8,8,2008,62,215000
546,10050,1955,1955,1216,1.0,0.0,1,0,3,1,5,8,2007,0,129500
547,6240,1936,1950,1344,0.0,0.0,1,0,3,1,7,4,2006,314,115000
548,7506,1925,1950,1159,0.0,0.0,1,0,3,1,5,5,2008,84,114000
549,8900,1966,1966,1056,1.0,0.0,1,0,2,1,5,11,2006,42,107000
550,8480,1947,1950,1216,0.0,0.0,1,0,2,1,6,10,2008,158,118500
551,6000,1929,1950,1158,0.0,0.0,1,0,3,1,5,7,2008,0,120000
552,8847,2005,2005,1538,1.0,0.0,2,0,3,1,7,12,2007,186,260000
553,8050,1959,1959,1143,1.0,0.0,1,0,3,1,6,5,2010,0,136000
554,8294,1971,1971,872,0.0,0.0,1,0,3,1,5,6,2007,0,123000
555,7920,1920,1950,1406,0.0,0.0,1,0,3,1,6,3,2008,144,89500
556,18494,2005,2005,1324,0.0,0.0,2,0,3,1,6,1,2010,59,199500
557,7162,1966,1966,904,0.0,0.0,1,0,3,1,6,12,2008,0,109900
558,10918,1926,2004,2080,0.0,0.0,1,1,3,1,9,6,2009,145,234000
559,4435,2004,2004,848,1.0,0.0,1,0,1,1,3,5,2006,140,155900
560,11250,1957,1989,1788,1.0,0.0,1,0,5,1,8,11,2009,120,161500
561,14375,1958,1958,1344,0.0,1.0,1,0,3,1,7,1,2009,351,137500
562,9045,1910,1950,2256,0.0,0.0,2,0,4,2,12,6,2010,18,76500
563,10029,1988,1989,2060,0.0,1.0,2,1,4,1,8,9,2007,420,211000
564,4060,1998,1999,1337,1.0,0.0,2,0,2,1,5,8,2008,212,181000
565,9020,1966,1966,1165,1.0,0.0,1,1,3,1,6,5,2008,129,174900
566,11777,1966,1966,1320,1.0,0.0,1,0,3,1,6,5,2006,228,164500
567,10171,2004,2004,1535,0.0,0.0,2,0,3,1,7,3,2010,0,214000
568,10400,1980,1988,2044,0.0,0.0,2,1,3,1,7,3,2008,101,185000
569,6240,1929,1950,1136,0.0,1.0,1,0,2,1,6,8,2008,365,123000
570,12150,1979,1979,1299,1.0,0.0,2,0,2,1,5,1,2007,84,183500
571,2645,1999,2000,1441,0.0,0.0,2,1,2,1,5,11,2007,206,174000
572,22692,1953,1953,1630,0.0,0.0,2,0,3,1,6,3,2007,64,130000
573,9600,1925,1990,1641,0.0,1.0,1,1,3,1,6,8,2006,0,178000
574,13830,1997,1998,1629,0.0,0.0,2,1,3,1,6,3,2010,246,189900
575,4435,2003,2004,848,1.0,0.0,1,0,1,1,4,6,2009,140,144000
576,5890,1930,2007,816,0.0,0.0,1,0,2,1,5,6,2008,0,120500
577,10859,1994,1995,1097,0.0,0.0,1,1,3,1,6,6,2009,456,145000
578,5330,2000,2000,1652,1.0,0.0,2,0,2,1,6,8,2007,144,251000
579,10778,1968,1968,1768,0.0,0.0,2,0,4,2,8,4,2010,0,136500
580,6845,1955,1955,1152,0.0,0.0,2,0,2,2,6,7,2008,0,82500
581,21780,1910,1950,810,0.0,0.0,1,0,1,1,4,3,2009,143,57625
582,10307,2007,2008,1358,1.0,0.0,2,0,2,1,6,5,2009,218,212500
583,4500,1998,1998,1216,1.0,0.0,2,0,2,1,5,5,2006,125,164000
584,9060,1957,1957,1638,0.0,0.0,2,0,4,1,6,4,2006,21,139000
585,2160,1999,2000,1252,1.0,0.0,2,1,2,1,4,3,2008,48,160000
586,7669,1992,1993,883,1.0,0.0,1,0,2,1,5,6,2009,132,149000
587,9858,1968,1968,874,1.0,0.0,1,0,3,1,5,11,2009,33,130000
588,10300,1921,1950,1710,0.0,0.0,2,0,3,1,9,4,2010,23,140000
589,8125,2008,2009,1836,0.0,0.0,2,0,3,1,8,10,2009,175,264500
590,14850,1957,1957,1092,1.0,0.0,1,0,2,1,6,5,2006,390,141000
591,4274,2006,2007,1241,1.0,0.0,1,1,1,1,4,11,2007,116,199900
592,9650,1977,1977,1334,0.0,1.0,2,0,2,1,6,4,2009,16,167900
593,14585,1960,1987,1429,0.0,1.0,1,0,3,1,7,6,2007,326,181900
594,9000,2008,2008,1566,1.0,0.0,2,0,3,1,7,4,2010,312,262500
595,13774,1977,1992,2288,0.0,0.0,1,2,4,1,8,11,2009,549,230000
596,5119,1999,2000,1709,1.0,0.0,2,0,2,1,5,1,2008,162,328900
597,9254,2005,2005,1721,1.0,0.0,2,0,3,1,7,1,2007,195,232698
598,10324,2008,2008,1254,1.0,0.0,2,0,2,1,5,3,2009,260,221800
599,8375,1941,1973,1350,1.0,0.0,1,1,2,1,6,6,2008,0,152400
600,9750,2000,2001,1630,0.0,0.0,2,0,3,1,6,10,2009,308,213000
601,7632,2005,2005,1585,0.0,0.0,2,1,3,1,7,3,2006,177,184900
602,15750,1953,1953,1336,1.0,0.0,1,0,2,1,5,6,2006,0,157000
603,9240,1962,2002,1211,0.0,0.0,1,0,2,1,6,3,2006,161,144000
604,10400,1979,1999,1353,1.0,0.0,2,0,2,1,5,8,2007,381,192350
605,8800,1966,1966,1200,0.0,1.0,2,0,3,1,6,10,2007,0,163500
606,11839,1990,1990,2329,1.0,0.0,2,1,4,1,10,5,2008,313,262280
607,9135,2002,2003,1536,1.0,0.0,2,0,3,1,7,12,2008,266,214000
608,14115,1956,2004,1811,0.0,0.0,1,0,2,1,6,7,2006,0,230000
609,14154,2006,2006,2172,0.0,0.0,2,1,3,1,9,8,2007,254,280000
610,6565,1957,1980,1073,1.0,0.0,1,0,3,1,6,8,2007,444,140000
611,7700,1966,1966,1839,0.0,0.0,1,1,4,1,7,6,2010,124,155000
612,4761,1918,1950,1020,0.0,0.0,1,0,2,1,5,10,2006,0,64500
613,12361,1993,1993,1802,0.0,1.0,2,1,3,1,8,5,2010,542,218000
614,9720,1977,1977,1009,0.0,0.0,2,0,3,1,6,6,2007,0,160000
615,8640,2007,2007,1338,0.0,0.0,2,0,3,1,6,11,2007,141,208900
617,3180,2007,2007,1392,0.0,0.0,2,0,2,1,5,3,2008,102,146000
618,14963,1996,1996,1288,1.0,0.0,1,1,1,1,4,12,2008,374,245500
619,5000,1926,1950,1013,0.0,0.0,1,0,3,1,6,4,2008,0,113000
620,16870,2004,2005,1782,1.0,0.0,2,0,3,1,7,4,2009,181,296000
621,14157,2005,2006,1922,1.0,0.0,2,0,3,1,8,7,2007,229,377426
622,12456,2006,2007,1718,1.0,0.0,2,0,3,1,7,7,2009,264,337500
623,14836,2004,2005,2492,1.0,0.0,2,1,2,1,8,2,2009,461,552000
624,6956,1948,1950,936,0.0,0.0,1,0,3,1,5,4,2006,0,97900
625,7862,2009,2009,1218,0.0,0.0,2,0,2,1,4,9,2009,102,208300
626,11050,1996,1997,1820,0.0,0.0,2,1,3,1,8,9,2008,350,213000
627,8924,1998,1999,1724,0.0,0.0,2,1,3,1,8,7,2008,275,188000
628,9610,1958,1958,1336,0.0,0.0,1,1,3,1,7,12,2006,80,162000
629,13710,1950,1950,1558,0.0,0.0,1,1,4,1,6,6,2007,289,152000
630,12552,2004,2005,1947,0.0,0.0,2,1,3,1,8,5,2010,136,254900
631,14565,1994,1995,1657,0.0,0.0,2,1,3,1,6,11,2008,218,189000
632,18559,1978,1978,2064,1.0,0.0,2,0,3,1,7,8,2008,200,235000
633,10880,1950,1950,1164,1.0,0.0,1,0,3,1,5,8,2008,48,125000
634,2280,1975,1975,836,0.0,0.0,1,0,2,1,4,6,2010,30,120000
636,11841,1990,1990,816,1.0,0.0,1,0,3,1,5,5,2007,32,118500
637,9187,2009,2009,1766,1.0,0.0,2,1,2,1,7,10,2009,325,370878
638,6270,1949,1950,2002,0.0,0.0,2,0,4,2,8,8,2007,0,145000
639,15660,1939,2006,1954,0.0,1.0,1,1,3,1,8,5,2008,119,311500
640,3087,2006,2006,1364,1.0,0.0,2,0,2,1,6,11,2006,116,210250
641,13450,2002,2002,1861,1.0,0.0,2,1,3,1,8,6,2006,237,200000
642,10125,1977,1977,1734,0.0,0.0,2,0,4,2,8,8,2009,0,126000
643,8146,1900,2003,1039,0.0,0.0,1,0,2,1,6,5,2009,111,114000
644,9600,1910,1950,1510,0.0,0.0,2,0,3,1,7,6,2009,0,87500
645,12328,2005,2005,2541,1.0,0.0,3,1,4,1,10,7,2007,152,349265
646,10141,2004,2004,1512,0.0,0.0,2,0,3,1,6,1,2009,246,203000
647,8529,2001,2001,1434,0.0,0.0,2,0,3,1,6,4,2009,329,189000
648,8127,2003,2003,1653,1.0,0.0,2,1,3,1,6,3,2009,45,209000
649,8400,1900,1950,2007,0.0,0.0,2,0,3,1,8,6,2009,235,160000
650,10751,1974,1974,1037,1.0,0.0,1,0,2,1,5,8,2007,183,129000
651,10010,1974,1975,1389,1.0,0.0,1,0,2,1,6,4,2006,278,170000
652,4280,1913,2002,694,0.0,0.0,1,0,2,1,4,3,2007,0,90350
653,9600,1924,1950,1096,0.0,0.0,1,0,2,1,5,4,2008,8,79000
654,9800,1972,1972,894,1.0,0.0,1,0,3,1,5,7,2006,256,149900
655,7560,1971,1971,864,1.0,0.0,1,0,3,1,5,5,2008,0,123000
656,9600,1900,1950,1774,1.0,0.0,2,0,4,2,8,5,2006,0,87000
657,9880,1977,1977,1118,1.0,0.0,1,0,3,1,6,7,2008,203,171000
658,9600,1950,1950,1252,0.0,0.0,1,0,3,1,6,4,2008,0,119000
659,7931,1959,1959,1148,1.0,0.0,1,0,3,1,6,7,2009,0,132500
660,5100,1925,1996,1666,0.0,0.0,1,0,3,1,7,6,2008,255,161000
661,9720,2001,2002,1947,1.0,0.0,2,1,3,1,7,1,2008,284,274000
662,8521,1967,1967,912,0.0,0.0,1,0,3,1,5,5,2010,0,125000
663,8741,1946,1950,1195,0.0,0.0,2,0,4,2,8,7,2007,118,98500
664,12461,1994,1995,1624,1.0,0.0,2,0,2,1,5,7,2006,114,262000
665,6950,1979,1979,914,1.0,0.0,1,0,2,1,5,10,2009,0,134900
666,16905,1959,1959,1328,0.0,1.0,1,1,2,1,5,7,2007,104,170000
667,7155,1926,1991,1461,0.0,0.0,1,0,3,1,6,7,2007,0,135000
